,feelings,emotion,class_label
6646,really feel devastated seeing witness things around,sadness,0
6647,im trying give good old space feeling rest assured change point,joy,5
6648,wish knew really feeling aside reading nervous twitches,fear,2
6649,feel hopeful like things going great like things great,joy,5
6650,said fb feeling strangely discontent tonight,sadness,0
6651,im incredibly sensitive cold feel extremely unpleasant thing exposed,sadness,0
6652,started mess around something must distracted cause im feeling playful,joy,5
6653,feel scared worthless someone love,fear,2
6654,feel mom simply feeling greedy lack reaction mom left type,anger,1
6655,tend agree feel burn call forth aching siren song echoing years dark leaves arrive wet rain anticipation,sadness,0
6656,admit feeling distracted fact blocking traffic,anger,1
6657,feel like many theories attacks aids really dont feel like acceptable,joy,5
6658,feel super antisocial,joy,5
6659,feel little glad distant others bit sad,joy,5
6660,feel extremely needy though dont feel way often,sadness,0
6661,get frustrated either put give todd break well want feel peace calm feelings frustration,joy,5
6662,feel optimistic pakistan,joy,5
6663,feel like last three months going go super quick going moving weeks getting situated bam,joy,5
6664,didnt feel like taking bitchy attitude,anger,1
6665,feeling little nostalgic,love,4
6666,feel soul god always faithful,love,4
6667,feel betrayed disillusioned,sadness,0
6668,feel loved family smiled friends,love,4
6669,feeling rushed overwhelmed perfect house brain explodes proper decision making skills get lost debris,anger,1
6670,lay raw bare let enemies attack feeling emotional something feel silly want honest others,sadness,0
6671,tend feel bit cranky gone days without making art,anger,1
6672,feel unimportant inadequate,sadness,0
6673,would like start asking questions feel stressed,anger,1
6674,fucking love christmas compiled list fun things going ol smoke get feeling festive,joy,5
6675,feeling really needy right,sadness,0
6676,feel would pleasant cigarette sort deep rooted memory enjoying sucking carcenogenic smoke lungs believe feeling pleasantness illusion,joy,5
6677,im one girl feel insecure always,fear,2
6678,need mention difference feeling vulnerable differences bit fear someway something wrong,fear,2
6679,want able declare excited sickening sing songy voice anyone ever heard frankly feel terrified anything,fear,2
6680,feeling kind sympathetic towards camilla,love,4
6681,floated day head surface feeling little melancholy depressed couldnt seem bring water,sadness,0
6682,im feeling rather impatient rainbows bursting veins,anger,1
6683,im feeling pretty numb focused thinking needs done,sadness,0
6684,sometimes confused well moment time need day pay bill come dont money need sometimes feel confused well,fear,2
6685,feel ignored message tomorrow,sadness,0
6686,admit always feel apprehensive order wings im eating,fear,2
6687,feel submissive feelings ill write brought,sadness,0
6688,feel like tender spot still empathizing feeling alongside suffering,love,4
6689,ill transfer feel useful next years class class website specific content unit blogs sites,joy,5
6690,feel heart lot make sure still,joy,5
6691,remember looking car windows passengered around first months feeling vaguely surprised already deep shock different things looked,surprise,3
6692,feel earth move death cab cutie charming man spoon mathematical mind,joy,5
6693,think wake every day feeling terrified way feel totally exhilirated facing things always scared,fear,2
6694,feel disrespected us loyal relationships simply matter,love,4
6695,im feeling generous yesterday year tpt aversary slacked blogging since last week ive sick,joy,5
6696,didnt feel supporting whole conference pulled gunk drain one sinks wondered whether folks came make conference work might feeling frustration didnt work nothing would done,joy,5
6697,feeling almost defeated,sadness,0
6698,walked dawn treader feeling fairly skeptical walked three great books one hardcover book japanese picked mom,fear,2
6699,feel supporting four,joy,5
6700,im feeling generous tonight,love,4
6701,feel yet still hesitant tell,fear,2
6702,think feeling symptoms cold headaches last couple days,anger,1
6703,finally allowed feelings accepted internal boundary began dissolve began see projecting suppressed feelings creating lot pain around,joy,5
6704,sort suspected going feel resentful really show best side,anger,1
6705,cant shake familiar feeling ive got precious little time left,joy,5
6706,feeling strong optimistic bam,joy,5
6707,let feel unsuccessful,sadness,0
6708,feel like feel contented,joy,5
6709,feeling little bit nostalgic,love,4
6710,saying ive feeling unhappy besides assignments im feeling unhappy also im feeling kinda lost,sadness,0
6711,im feeling irritable todays class,anger,1
6712,lot moments feel optimistic,joy,5
6713,im frightened feeling paranoid,fear,2
6714,really feel people consistently make us feel unimportant grand scheme life,sadness,0
6715,like going walk im feeling troubled,sadness,0
6716,going years worth photos feel pleased come far,joy,5
6717,grown blessed proud say healthy year old black male children feels good,joy,5
6718,feel content think,joy,5
6719,feeling energetic healthy first time long time guess almost lb total weightloss,joy,5
6720,feel like elegant lady,joy,5
6721,recall ever truly feeling sorry playing victim short lived would move ahead,sadness,0
6722,went personally started talking way feel broke,sadness,0
6723,chefs friendly make feel valued,joy,5
6724,work one would feel quite affectionate,love,4
6725,know always feel little bit strange place academy,surprise,3
6726,look work feel like less perfect want perfection,joy,5
6727,im feeling particularly creative moment,joy,5
6728,really starting make feel really distraught upset time,fear,2
6729,stand feel like hes spying trusting feel disrespect personality,joy,5
6730,hold space feelings anger jealousy sadness despair longing relate feelings devour,love,4
6731,feel pathetic live like anymore,sadness,0
6732,needed look something assist us bring good feeling supporting family,love,4
6733,feel like lousy person really cant think anything profound say,sadness,0
6734,think hair feeling confused,fear,2
6735,took second test cognitive psychology test feel mentally exhausted,sadness,0
6736,think ideal preparation birth anybody puts place feel confident knowledge caregivers support system body,joy,5
6737,something feel completely stupid someone points obvious solution,sadness,0
6738,remember particular one new years day high school feeling tragic melancholy generally fifteen year old girl ish,sadness,0
6739,ive feeling terrific recently worlds best friends around make feel,joy,5
6740,told making feel unimportant insignificant,sadness,0
6741,im feeling discontent everything manifesting destructive self sabotaging ways,sadness,0
6742,feel pretty yuck dont really want get anything,joy,5
6743,feel weird knowing mine died around,surprise,3
6744,know take care body eating well exercising getting adequate sleep feel invigorated physical mental spiritual sense,joy,5
6745,feel thing popular entrenched gerrymandered district would totally reelected gay man,joy,5
6746,feel like dream selfish,anger,1
6747,standing close said cow name gabriella btw feel rude calling cow,anger,1
6748,look forward attending every class leaving feeling amazing feeling top world,joy,5
